ApartmentId,Date,Value
9615,2026-04-24 21:44:42.552+00,20
9615,2026-04-24 21:53:52.889+00,75
11399,2026-04-24 21:55:40.319+00,75
5602,2026-04-24 21:58:15.707+00,30
5602,2026-04-24 21:59:15.427+00,50
11724,2026-04-24 22:01:54.862+00,50
10226,2026-04-24 22:06:40.442+00,75
10744,2026-04-24 22:07:41.211+00,30
7768,2026-04-24 22:18:17.4+00,75
11177,2026-04-24 22:18:36.995+00,30
5372,2026-04-24 22:21:55.469+00,75
11364,2026-04-24 22:32:55.892+00,50
7445,2026-04-24 22:33:48.073+00,30
11725,2026-04-24 22:39:04.233+00,50
11340,2026-04-24 22:48:29.995+00,75
1348,2026-04-24 22:51:03.334+00,50
10210,2026-04-24 22:58:43.172+00,75
5410,2026-04-24 23:07:42.431+00,50
9289,2026-04-24 23:11:48.405+00,50
9289,2026-04-24 23:12:08.187+00,30
11478,2026-04-24 23:19:41.874+00,30
11611,2026-04-24 23:38:29.257+00,75
11611,2026-04-24 23:41:47.513+00,30
10832,2026-04-24 23:46:00.422+00,75
11463,2026-04-25 00:07:54.683+00,50
11483,2026-04-25 00:37:46.367+00,30
11106,2026-04-25 01:01:14.859+00,30
9193,2026-04-25 01:04:40.386+00,30
11728,2026-04-25 01:38:44.053+00,30
11409,2026-04-25 02:00:31.532+00,50
6523,2026-04-25 02:38:05.403+00,30
10581,2026-04-25 03:36:52.589+00,30
11730,2026-04-25 11:26:19.073+00,50
11732,2026-04-25 12:52:45.68+00,75
11733,2026-04-25 13:45:04.866+00,75
7760,2026-04-25 14:28:37.64+00,50
10445,2026-04-25 15:07:01.433+00,50
9532,2026-04-25 15:34:08.869+00,75
11736,2026-04-25 20:02:51.833+00,50
11737,2026-04-25 20:33:37.185+00,30
8203,2026-04-25 21:35:21.46+00,30
8995,2026-04-26 02:10:56.325+00,50
11742,2026-04-26 03:09:24.936+00,50
11742,2026-04-26 03:10:03.857+00,75
11654,2026-04-26 12:04:48.242+00,30
9746,2026-04-26 21:56:52.561+00,75
9746,2026-04-26 21:56:58.154+00,30
9746,2026-04-26 21:57:07.937+00,50
9746,2026-04-26 21:58:16.717+00,30
9746,2026-04-26 21:59:51.472+00,75
11751,2026-04-26 22:35:43.752+00,30
11049,2026-04-26 22:55:19.612+00,30
7270,2026-04-26 23:31:21.588+00,75
11478,2026-04-27 00:21:09.333+00,50
9525,2026-04-27 01:46:10.871+00,50
9525,2026-04-27 01:47:20.077+00,30
7106,2026-04-27 04:08:20.746+00,30
11758,2026-04-27 11:58:05.457+00,30
7614,2026-04-27 13:13:47.154+00,50
9399,2026-04-27 13:14:34.658+00,50
1165,2026-04-27 13:50:52.386+00,30
9706,2026-04-27 14:06:01.774+00,75
11762,2026-04-27 14:13:23.647+00,50
1450,2026-04-27 14:13:44.197+00,30
1059,2026-04-27 15:34:42.822+00,30
9706,2026-04-27 15:52:34.495+00,50
9654,2026-04-27 16:54:36.445+00,75
6529,2026-04-27 21:01:02.559+00,50
11767,2026-04-27 21:55:20.76+00,50
11768,2026-04-27 22:11:11.651+00,50
11720,2026-04-27 22:14:17.088+00,30
2938,2026-04-27 23:09:04.548+00,75
2938,2026-04-27 23:09:48.632+00,50
2182,2026-04-28 00:23:03.221+00,30
10108,2026-04-28 01:47:18.768+00,50
7672,2026-04-28 02:09:54.169+00,30
11294,2026-04-28 03:00:24.981+00,30
6997,2026-04-28 03:41:56.322+00,30
6997,2026-04-28 03:44:24.14+00,50
11769,2026-04-28 03:49:06.237+00,50
10210,2026-04-28 16:20:28.736+00,50
11773,2026-04-28 18:18:22.676+00,50
11773,2026-04-28 18:18:57.763+00,30
10704,2026-04-29 00:39:16.632+00,75
6717,2026-04-29 02:04:50.22+00,50
11778,2026-04-29 02:05:37.898+00,75
8080,2026-04-29 12:03:07.18+00,30
9891,2026-04-29 12:27:26.203+00,50
10499,2026-04-29 12:28:13.085+00,50
10166,2026-04-29 13:28:27.092+00,50
11781,2026-04-29 15:02:12.744+00,50
7808,2026-04-30 01:03:46.388+00,75
9891,2026-04-30 01:43:28.419+00,75
10499,2026-04-30 02:14:34.497+00,75
10810,2026-04-30 02:16:58.799+00,50
10810,2026-04-30 02:17:09.368+00,75
11431,2026-04-30 11:33:35.822+00,30
11786,2026-04-30 12:52:31.688+00,50
8392,2026-04-30 13:35:00.909+00,30
11474,2026-04-30 15:42:20.556+00,50
11474,2026-04-30 15:43:19.722+00,30
6755,2026-05-01 00:35:47.813+00,75
11793,2026-05-01 01:27:22.585+00,50
11794,2026-05-01 04:17:46.874+00,50
8551,2026-05-02 16:41:24.543+00,30
11813,2026-05-02 21:39:57.323+00,50
8892,2026-05-03 02:13:20.601+00,30
11818,2026-05-03 12:15:23.615+00,50
11819,2026-05-03 12:18:56.372+00,50
11820,2026-05-03 14:17:43.785+00,30
11822,2026-05-03 16:18:44.166+00,50
6819,2026-05-03 21:46:37.816+00,75
11607,2026-05-03 21:50:51.589+00,75
10672,2026-05-04 14:24:41.241+00,75
11828,2026-05-04 18:16:51.364+00,50
11780,2026-05-04 19:16:47.031+00,50
11829,2026-05-04 23:34:05.744+00,50
11830,2026-05-05 02:34:00.762+00,50
11830,2026-05-05 02:35:54.95+00,75
11834,2026-05-05 20:40:11.163+00,50
9612,2026-05-06 00:11:05.12+00,50
11836,2026-05-06 01:51:49.2+00,50
11837,2026-05-06 02:43:45.965+00,50
11850,2026-05-06 21:22:54.485+00,50
11859,2026-05-07 16:22:09.95+00,50
11865,2026-05-08 02:47:11.493+00,50
8804,2026-05-08 11:17:17.141+00,30
11872,2026-05-08 15:52:55.814+00,50
11873,2026-05-08 16:22:28.414+00,50
10125,2026-05-10 14:22:32.848+00,10
11891,2026-05-10 14:38:00.976+00,10
11892,2026-05-10 15:07:21.668+00,20
11893,2026-05-10 15:31:19.446+00,30
11894,2026-05-10 16:01:15.066+00,50
10270,2026-05-10 17:28:33.131+00,20
9247,2026-05-10 17:30:35.977+00,20
9188,2026-05-11 04:00:30.062+00,50
1477,2026-05-12 05:35:04.944+00,100
11934,2026-05-14 18:06:56.661+00,50
11952,2026-05-17 23:00:10.612+00,50
11523,2026-05-18 03:19:52.716+00,30
11954,2026-05-18 14:16:29.297+00,30
11963,2026-05-19 02:22:24.217+00,75
11967,2026-05-19 14:38:05.669+00,50
10810,2026-05-19 21:31:01.032+00,75
11968,2026-05-20 00:18:59.855+00,50
11971,2026-05-21 02:29:35.856+00,50
11983,2026-05-22 23:12:14.132+00,75
10058,2026-05-23 03:15:08.475+00,30
7007,2026-05-23 15:22:36.017+00,30
11991,2026-05-24 15:59:51.792+00,50
7011,2026-05-25 20:05:47.377+00,75
11997,2026-05-25 20:57:38.107+00,50
11600,2026-05-26 11:39:31.156+00,75
12005,2026-05-26 14:58:13.098+00,50
6529,2026-05-27 01:29:33.255+00,30
12014,2026-05-27 17:24:40.169+00,50
12013,2026-05-27 17:32:10.804+00,75
12018,2026-05-28 14:41:56.593+00,50
12019,2026-05-28 16:33:42.265+00,50
12021,2026-05-28 22:09:00.292+00,50
12027,2026-05-29 17:36:13.333+00,50
12031,2026-05-30 04:55:21.481+00,50
12036,2026-05-30 19:54:39.853+00,50
12043,2026-05-31 21:14:25.243+00,50
12046,2026-06-01 10:27:35.791+00,50
12049,2026-06-01 15:56:49.058+00,50
12051,2026-06-02 12:28:34.192+00,50
10052,2026-06-02 19:21:28.994+00,75
8960,2026-06-03 11:14:02.607+00,75
12054,2026-06-03 15:45:11.101+00,50
12056,2026-06-03 22:32:24.391+00,75
10829,2026-06-03 23:39:45.888+00,75
12065,2026-06-06 02:54:09.485+00,50
12067,2026-06-06 23:20:16.254+00,50
12070,2026-06-07 06:19:28.437+00,75
12075,2026-06-07 19:14:32.674+00,75
12077,2026-06-08 22:50:38.362+00,50
12078,2026-06-09 00:41:30.997+00,50
12080,2026-06-10 01:34:21.397+00,75
12085,2026-06-10 17:37:44.584+00,50
12086,2026-06-10 17:50:27.38+00,50
12095,2026-06-11 16:06:30.217+00,50
12103,2026-06-12 15:04:06.409+00,50
12113,2026-06-14 21:36:05.707+00,50
12114,2026-06-14 21:43:46.454+00,50
12115,2026-06-15 06:07:08.38+00,50
12009,2026-06-16 01:13:46.057+00,75
6683,2026-06-16 02:51:53.398+00,75
11121,2026-06-16 19:59:40.96+00,30
12130,2026-06-18 02:18:20.474+00,50
12132,2026-06-18 03:48:37.402+00,50
10499,2026-06-19 02:26:35.599+00,75
12148,2026-06-21 15:41:37.167+00,50
12153,2026-06-21 20:14:02.236+00,50
12155,2026-06-22 00:25:55.923+00,50
11096,2026-06-22 01:32:37.178+00,50
12159,2026-06-23 07:55:34.237+00,50
11485,2026-06-29 14:11:54.785+00,50
