ApartmentId,StartDate,EndDate,PromotionType,PromotionValue
5038,2025-04-14,2030-01-01,fixed,13
5039,2025-04-14,2030-01-01,fixed,13
5040,2025-04-14,2030-01-01,fixed,13
5041,2025-04-14,2030-01-01,fixed,13
5042,2025-04-14,2030-01-01,fixed,13
5043,2025-04-14,2030-01-01,fixed,13
5044,2025-04-14,2030-01-01,fixed,13
5045,2025-04-14,2030-01-01,fixed,13
5046,2025-04-14,2030-01-01,fixed,13
5047,2025-04-14,2030-01-01,fixed,13
5049,2025-04-14,2030-01-01,fixed,13
5050,2025-04-14,2030-01-01,fixed,13
5051,2025-04-14,2030-01-01,fixed,13
5052,2025-04-14,2030-01-01,fixed,13
5053,2025-04-14,2030-01-01,fixed,13
5055,2025-04-14,2030-01-01,fixed,13
5056,2025-04-14,2030-01-01,fixed,13
5057,2025-04-14,2030-01-01,fixed,13
5059,2025-04-14,2030-01-01,fixed,13
5060,2025-04-14,2030-01-01,fixed,13
5061,2025-04-14,2030-01-01,fixed,13
5062,2025-04-14,2030-01-01,fixed,13
5063,2025-04-14,2030-01-01,fixed,13
5064,2025-04-14,2030-01-01,fixed,13
5065,2025-04-14,2030-01-01,fixed,13
5066,2025-04-14,2030-01-01,fixed,13
5067,2025-04-14,2030-01-01,fixed,13
5068,2025-04-14,2030-01-01,fixed,13
5069,2025-04-14,2030-01-01,fixed,13
5070,2025-04-14,2030-01-01,fixed,13
5071,2025-04-14,2030-01-01,fixed,13
5072,2025-04-14,2030-01-01,fixed,13
5073,2025-04-14,2030-01-01,fixed,13
5074,2025-04-14,2030-01-01,fixed,13
5075,2025-04-14,2030-01-01,fixed,13
5076,2025-04-14,2030-01-01,fixed,13
5077,2025-04-14,2030-01-01,fixed,13
5078,2025-04-14,2030-01-01,fixed,13
5079,2025-04-14,2030-01-01,fixed,13
5080,2025-04-14,2030-01-01,fixed,13
5081,2025-04-14,2030-01-01,fixed,13
5083,2025-04-14,2030-01-01,fixed,13
5084,2025-04-14,2030-01-01,fixed,13
5085,2025-04-14,2030-01-01,fixed,13
5086,2025-04-14,2030-01-01,fixed,13
5087,2025-04-14,2030-01-01,fixed,13
5088,2025-04-14,2030-01-01,fixed,13
5089,2025-04-14,2030-01-01,fixed,13
5090,2025-04-14,2030-01-01,fixed,13
5091,2025-04-14,2030-01-01,fixed,13
5092,2025-04-14,2030-01-01,fixed,13
5093,2025-04-14,2030-01-01,fixed,13
5094,2025-04-14,2030-01-01,fixed,13
5095,2025-04-14,2030-01-01,fixed,13
5096,2025-04-14,2030-01-01,fixed,13
5097,2025-04-14,2030-01-01,fixed,13
5098,2025-04-14,2030-01-01,fixed,13
5099,2025-04-14,2030-01-01,fixed,13
5100,2025-04-14,2030-01-01,fixed,13
5102,2025-04-14,2030-01-01,fixed,13
5103,2025-04-14,2030-01-01,fixed,13
5104,2025-04-14,2030-01-01,fixed,13
5105,2025-04-14,2030-01-01,fixed,13
5106,2025-04-14,2030-01-01,fixed,13
5107,2025-04-14,2030-01-01,fixed,13
5108,2025-04-14,2030-01-01,fixed,13
5109,2025-04-14,2030-01-01,fixed,13
5111,2025-04-14,2030-01-01,fixed,13
5112,2025-04-14,2030-01-01,fixed,13
5113,2025-04-14,2030-01-01,fixed,13
5114,2025-04-14,2030-01-01,fixed,13
5115,2025-04-14,2030-01-01,fixed,13
5116,2025-04-14,2030-01-01,fixed,13
5117,2025-04-14,2030-01-01,fixed,13
5118,2025-04-14,2030-01-01,fixed,13
5119,2025-04-14,2030-01-01,fixed,13
5120,2025-04-14,2030-01-01,fixed,13
5121,2025-04-14,2030-01-01,fixed,13
5122,2025-04-14,2030-01-01,fixed,13
5123,2025-04-14,2030-01-01,fixed,13
5124,2025-04-14,2030-01-01,fixed,13
5125,2025-04-14,2030-01-01,fixed,13
5126,2025-04-14,2030-01-01,fixed,13
5127,2025-04-14,2030-01-01,fixed,13
5128,2025-04-14,2030-01-01,fixed,13
5130,2025-04-14,2030-01-01,fixed,13
5131,2025-04-14,2030-01-01,fixed,13
5132,2025-04-14,2030-01-01,fixed,13
5133,2025-04-14,2030-01-01,fixed,13
5134,2025-04-14,2030-01-01,fixed,13
5135,2025-04-14,2030-01-01,fixed,13
5137,2025-04-14,2030-01-01,fixed,13
5138,2025-04-14,2030-01-01,fixed,13
5139,2025-04-14,2030-01-01,fixed,13
5140,2025-04-14,2030-01-01,fixed,13
5141,2025-04-14,2030-01-01,fixed,13
5142,2025-04-14,2030-01-01,fixed,13
5143,2025-04-14,2030-01-01,fixed,13
5144,2025-04-14,2030-01-01,fixed,13
5145,2025-04-14,2030-01-01,fixed,13
5146,2025-04-14,2030-01-01,fixed,13
5147,2025-04-14,2030-01-01,fixed,13
5148,2025-04-14,2030-01-01,fixed,13
5149,2025-04-14,2030-01-01,fixed,13
5150,2025-04-14,2030-01-01,fixed,13
5151,2025-04-14,2030-01-01,fixed,13
5152,2025-04-14,2030-01-01,fixed,13
5153,2025-04-14,2030-01-01,fixed,13
5154,2025-04-14,2030-01-01,fixed,13
5155,2025-04-14,2030-01-01,fixed,13
5157,2025-04-14,2030-01-01,fixed,13
5158,2025-04-14,2030-01-01,fixed,13
5159,2025-04-14,2030-01-01,fixed,13
5160,2025-04-14,2030-01-01,fixed,13
5161,2025-04-14,2030-01-01,fixed,13
5162,2025-04-14,2030-01-01,fixed,13
5163,2025-04-14,2030-01-01,fixed,13
5164,2025-04-14,2030-01-01,fixed,13
5165,2025-04-14,2030-01-01,fixed,13
5166,2025-04-14,2030-01-01,fixed,13
5168,2025-04-14,2030-01-01,fixed,13
5169,2025-04-14,2030-01-01,fixed,13
5170,2025-04-14,2030-01-01,fixed,13
5171,2025-04-14,2030-01-01,fixed,13
5172,2025-04-14,2030-01-01,fixed,13
5173,2025-04-14,2030-01-01,fixed,13
5174,2025-04-14,2030-01-01,fixed,13
5175,2025-04-14,2030-01-01,fixed,13
5176,2025-04-14,2030-01-01,fixed,13
5177,2025-04-14,2030-01-01,fixed,13
5178,2025-04-14,2030-01-01,fixed,13
5179,2025-04-14,2030-01-01,fixed,13
5180,2025-04-14,2030-01-01,fixed,13
5181,2025-04-14,2030-01-01,fixed,13
5182,2025-04-14,2030-01-01,fixed,13
5183,2025-04-14,2030-01-01,fixed,13
5184,2025-04-14,2030-01-01,fixed,13
5185,2025-04-14,2030-01-01,fixed,13
5186,2025-04-14,2030-01-01,fixed,13
5187,2025-04-14,2030-01-01,fixed,13
5188,2025-04-14,2030-01-01,fixed,13
5189,2025-04-14,2030-01-01,fixed,13
5190,2025-04-14,2030-01-01,fixed,13
5191,2025-04-14,2030-01-01,fixed,13
5192,2025-04-14,2030-01-01,fixed,13
5202,2025-04-14,2030-01-01,fixed,13
7395,2025-08-21,2026-08-21,percentage,100
9225,2026-05-19,2026-08-17,percentage,15
276,2026-04-12,2026-12-31,percentage,5
1100,2026-05-21,2026-08-19,percentage,5
6798,2025-08-18,2026-08-18,percentage,100
7613,2026-05-22,2026-08-20,percentage,20
11989,2026-05-30,2026-08-28,percentage,15
5210,2025-04-15,2030-01-01,fixed,13
5214,2025-04-15,2030-01-01,fixed,13
5215,2025-04-15,2030-01-01,fixed,13
5218,2025-04-15,2030-01-01,fixed,13
5223,2025-04-15,2030-01-01,fixed,13
5225,2025-04-15,2030-01-01,fixed,13
5231,2025-04-15,2030-01-01,fixed,13
11982,2026-05-24,2026-07-23,percentage,5
3143,2025-03-03,2030-01-01,fixed,13
399,2026-04-15,2026-09-01,percentage,15
6356,2026-04-15,2026-12-31,percentage,10
3148,2025-03-04,2030-01-01,fixed,13
11995,2026-05-25,2026-07-24,percentage,5
745,2024-03-13,2051-07-30,percentage,15
777,2024-03-13,2051-07-30,percentage,36.35
7267,2026-05-26,2026-08-24,percentage,20
7267,2026-05-26,2026-08-24,percentage,20
11981,2026-05-26,2026-08-24,percentage,35
11981,2026-05-26,2027-05-26,percentage,100
11981,2026-05-26,2026-08-24,percentage,35
11981,2026-05-26,2027-05-26,percentage,100
12006,2026-05-26,2026-08-24,percentage,5
5228,2025-04-16,2030-01-01,fixed,13
5229,2025-04-16,2030-01-01,fixed,13
12014,2026-05-27,2026-08-25,percentage,15
11659,2026-05-27,2026-08-25,percentage,20
9339,2026-04-16,2026-07-21,percentage,100
507,2025-03-06,2030-01-01,fixed,13
528,2025-03-06,2030-01-01,fixed,13
530,2025-03-06,2030-01-01,fixed,13
3148,2025-03-06,2030-01-01,fixed,13
9446,2025-11-25,2026-11-25,percentage,100
11497,2026-05-27,2026-08-25,percentage,15
9162,2025-11-07,2026-11-07,percentage,100
8013,2025-09-29,2030-01-01,fixed,13
493,2025-03-29,2030-01-01,fixed,13
499,2025-03-29,2030-01-01,fixed,13
131,2025-03-29,2030-01-01,fixed,13
97,2025-03-29,2030-01-01,fixed,13
98,2025-03-29,2030-01-01,fixed,13
104,2025-03-29,2030-01-01,fixed,13
105,2025-03-29,2030-01-01,fixed,13
106,2025-03-29,2030-01-01,fixed,13
107,2025-03-29,2030-01-01,fixed,13
108,2025-03-29,2030-01-01,fixed,13
109,2025-03-29,2030-01-01,fixed,13
135,2025-03-29,2030-01-01,fixed,13
141,2025-03-29,2030-01-01,fixed,13
145,2025-03-29,2030-01-01,fixed,13
147,2025-03-29,2030-01-01,fixed,13
148,2025-03-29,2030-01-01,fixed,13
149,2025-03-29,2030-01-01,fixed,13
146,2025-03-29,2030-01-01,fixed,13
150,2025-03-29,2030-01-01,fixed,13
151,2025-03-29,2030-01-01,fixed,13
152,2025-03-29,2030-01-01,fixed,13
157,2025-03-29,2030-01-01,fixed,13
158,2025-03-29,2030-01-01,fixed,13
159,2025-03-29,2030-01-01,fixed,13
160,2025-03-29,2030-01-01,fixed,13
162,2025-03-29,2030-01-01,fixed,13
1370,2025-03-29,2030-01-01,fixed,13
1377,2025-03-29,2030-01-01,fixed,13
184,2025-03-29,2030-01-01,fixed,13
161,2025-03-29,2030-01-01,fixed,13
195,2025-03-29,2030-01-01,fixed,13
198,2025-03-29,2030-01-01,fixed,13
163,2025-03-29,2030-01-01,fixed,13
219,2025-03-29,2030-01-01,fixed,13
176,2025-03-29,2030-01-01,fixed,13
156,2025-03-29,2030-01-01,fixed,13
183,2025-03-29,2030-01-01,fixed,13
259,2025-03-29,2030-01-01,fixed,13
302,2025-03-29,2030-01-01,fixed,13
312,2025-03-29,2030-01-01,fixed,13
268,2025-03-29,2030-01-01,fixed,13
287,2025-03-29,2030-01-01,fixed,13
269,2025-03-29,2030-01-01,fixed,13
270,2025-03-29,2030-01-01,fixed,13
311,2025-03-29,2030-01-01,fixed,13
290,2025-03-29,2030-01-01,fixed,13
273,2025-03-29,2030-01-01,fixed,13
304,2025-03-29,2030-01-01,fixed,13
307,2025-03-29,2030-01-01,fixed,13
313,2025-03-29,2030-01-01,fixed,13
323,2025-03-29,2030-01-01,fixed,13
337,2025-03-29,2030-01-01,fixed,13
309,2025-03-29,2030-01-01,fixed,13
354,2025-03-29,2030-01-01,fixed,13
360,2025-03-29,2030-01-01,fixed,13
363,2025-03-29,2030-01-01,fixed,13
370,2025-03-29,2030-01-01,fixed,13
424,2025-03-29,2030-01-01,fixed,13
385,2025-03-29,2030-01-01,fixed,13
373,2025-03-29,2030-01-01,fixed,13
377,2025-03-29,2030-01-01,fixed,13
359,2025-03-29,2030-01-01,fixed,13
413,2025-03-29,2030-01-01,fixed,13
426,2025-03-29,2030-01-01,fixed,13
537,2025-03-29,2030-01-01,fixed,13
658,2025-03-29,2030-01-01,fixed,13
744,2025-03-29,2030-01-01,fixed,13
380,2025-03-29,2030-01-01,fixed,13
811,2025-03-29,2030-01-01,fixed,13
101,2025-03-29,2030-01-01,fixed,13
961,2025-03-29,2030-01-01,fixed,13
1013,2025-03-29,2030-01-01,fixed,13
1139,2025-03-29,2030-01-01,fixed,13
1140,2025-03-29,2030-01-01,fixed,13
1049,2025-03-29,2030-01-01,fixed,13
1110,2025-03-29,2030-01-01,fixed,13
372,2025-03-29,2030-01-01,fixed,13
1145,2025-03-29,2030-01-01,fixed,13
1146,2025-03-29,2030-01-01,fixed,13
1149,2025-03-29,2030-01-01,fixed,13
1148,2025-03-29,2030-01-01,fixed,13
1156,2025-03-29,2030-01-01,fixed,13
1230,2025-03-29,2030-01-01,fixed,13
1319,2025-03-29,2030-01-01,fixed,13
1320,2025-03-29,2030-01-01,fixed,13
1349,2025-03-29,2030-01-01,fixed,13
1339,2025-03-29,2030-01-01,fixed,13
1341,2025-03-29,2030-01-01,fixed,13
1343,2025-03-29,2030-01-01,fixed,13
1344,2025-03-29,2030-01-01,fixed,13
1346,2025-03-29,2030-01-01,fixed,13
1347,2025-03-29,2030-01-01,fixed,13
1364,2025-03-29,2030-01-01,fixed,13
1366,2025-03-29,2030-01-01,fixed,13
1338,2025-03-29,2030-01-01,fixed,13
1406,2025-03-29,2030-01-01,fixed,13
1487,2025-03-29,2030-01-01,fixed,13
1488,2025-03-29,2030-01-01,fixed,13
154,2025-03-29,2030-01-01,fixed,13
1575,2025-03-29,2030-01-01,fixed,13
1578,2025-03-29,2030-01-01,fixed,13
1590,2025-03-29,2030-01-01,fixed,13
140,2025-03-29,2030-01-01,fixed,13
1577,2025-03-29,2030-01-01,fixed,13
1635,2025-03-29,2030-01-01,fixed,13
1638,2025-03-29,2030-01-01,fixed,13
1652,2025-03-29,2030-01-01,fixed,13
1653,2025-03-29,2030-01-01,fixed,13
1658,2025-03-29,2030-01-01,fixed,13
1659,2025-03-29,2030-01-01,fixed,13
1660,2025-03-29,2030-01-01,fixed,13
1663,2025-03-29,2030-01-01,fixed,13
1677,2025-03-29,2030-01-01,fixed,13
1690,2025-03-29,2030-01-01,fixed,13
1711,2025-03-29,2030-01-01,fixed,13
1738,2025-03-29,2030-01-01,fixed,13
1736,2025-03-29,2030-01-01,fixed,13
1762,2025-03-29,2030-01-01,fixed,13
1887,2025-03-29,2030-01-01,fixed,13
1867,2025-03-29,2030-01-01,fixed,13
1913,2025-03-29,2030-01-01,fixed,13
1940,2025-03-29,2030-01-01,fixed,13
1949,2025-03-29,2030-01-01,fixed,13
2046,2025-03-29,2030-01-01,fixed,13
2211,2025-03-29,2030-01-01,fixed,13
2272,2025-03-29,2030-01-01,fixed,13
2435,2025-03-29,2030-01-01,fixed,13
2432,2025-03-29,2030-01-01,fixed,13
2454,2025-03-29,2030-01-01,fixed,13
2458,2025-03-29,2030-01-01,fixed,13
2426,2025-03-29,2030-01-01,fixed,13
2500,2025-03-29,2030-01-01,fixed,13
2550,2025-03-29,2030-01-01,fixed,13
2626,2025-03-29,2030-01-01,fixed,13
182,2025-03-29,2030-01-01,fixed,13
2717,2025-03-29,2030-01-01,fixed,13
2769,2025-03-29,2030-01-01,fixed,13
2806,2025-03-29,2030-01-01,fixed,13
2831,2025-03-29,2030-01-01,fixed,13
2843,2025-03-29,2030-01-01,fixed,13
2882,2025-03-29,2030-01-01,fixed,13
2889,2025-03-29,2030-01-01,fixed,13
2890,2025-03-29,2030-01-01,fixed,13
2899,2025-03-29,2030-01-01,fixed,13
2946,2025-03-29,2030-01-01,fixed,13
2941,2025-03-29,2030-01-01,fixed,13
2942,2025-03-29,2030-01-01,fixed,13
2943,2025-03-29,2030-01-01,fixed,13
2947,2025-03-29,2030-01-01,fixed,13
2954,2025-03-29,2030-01-01,fixed,13
2962,2025-03-29,2030-01-01,fixed,13
2886,2025-03-29,2030-01-01,fixed,13
3023,2025-03-29,2030-01-01,fixed,13
3097,2025-03-29,2030-01-01,fixed,13
3108,2025-03-29,2030-01-01,fixed,13
3109,2025-03-29,2030-01-01,fixed,13
3111,2025-03-29,2030-01-01,fixed,13
3177,2025-03-29,2030-01-01,fixed,13
3120,2025-03-29,2030-01-01,fixed,13
3127,2025-03-29,2030-01-01,fixed,13
3130,2025-03-29,2030-01-01,fixed,13
3155,2025-03-29,2030-01-01,fixed,13
3179,2025-03-29,2030-01-01,fixed,13
3180,2025-03-29,2030-01-01,fixed,13
3162,2025-03-29,2030-01-01,fixed,13
3167,2025-03-29,2030-01-01,fixed,13
3169,2025-03-29,2030-01-01,fixed,13
3172,2025-03-29,2030-01-01,fixed,13
3175,2025-03-29,2030-01-01,fixed,13
3185,2025-03-29,2030-01-01,fixed,13
3186,2025-03-29,2030-01-01,fixed,13
3187,2025-03-29,2030-01-01,fixed,13
3527,2025-03-29,2030-01-01,fixed,13
3531,2025-03-29,2030-01-01,fixed,13
3188,2025-03-29,2030-01-01,fixed,13
3534,2025-03-29,2030-01-01,fixed,13
352,2025-03-29,2030-01-01,fixed,13
3551,2025-03-29,2030-01-01,fixed,13
3552,2025-03-29,2030-01-01,fixed,13
3553,2025-03-29,2030-01-01,fixed,13
3554,2025-03-29,2030-01-01,fixed,13
3533,2025-03-29,2030-01-01,fixed,13
3565,2025-03-29,2030-01-01,fixed,13
3571,2025-03-29,2030-01-01,fixed,13
3575,2025-03-29,2030-01-01,fixed,13
3532,2025-03-29,2030-01-01,fixed,13
3589,2025-03-29,2030-01-01,fixed,13
3617,2025-03-29,2030-01-01,fixed,13
3618,2025-03-29,2030-01-01,fixed,13
3620,2025-03-29,2030-01-01,fixed,13
3621,2025-03-29,2030-01-01,fixed,13
3622,2025-03-29,2030-01-01,fixed,13
3623,2025-03-29,2030-01-01,fixed,13
3624,2025-03-29,2030-01-01,fixed,13
3625,2025-03-29,2030-01-01,fixed,13
3626,2025-03-29,2030-01-01,fixed,13
3627,2025-03-29,2030-01-01,fixed,13
3628,2025-03-29,2030-01-01,fixed,13
3629,2025-03-29,2030-01-01,fixed,13
3630,2025-03-29,2030-01-01,fixed,13
3631,2025-03-29,2030-01-01,fixed,13
3632,2025-03-29,2030-01-01,fixed,13
3633,2025-03-29,2030-01-01,fixed,13
3634,2025-03-29,2030-01-01,fixed,13
3635,2025-03-29,2030-01-01,fixed,13
3636,2025-03-29,2030-01-01,fixed,13
3637,2025-03-29,2030-01-01,fixed,13
3639,2025-03-29,2030-01-01,fixed,13
3640,2025-03-29,2030-01-01,fixed,13
3641,2025-03-29,2030-01-01,fixed,13
3642,2025-03-29,2030-01-01,fixed,13
3643,2025-03-29,2030-01-01,fixed,13
3644,2025-03-29,2030-01-01,fixed,13
3645,2025-03-29,2030-01-01,fixed,13
3646,2025-03-29,2030-01-01,fixed,13
3647,2025-03-29,2030-01-01,fixed,13
3648,2025-03-29,2030-01-01,fixed,13
3649,2025-03-29,2030-01-01,fixed,13
3650,2025-03-29,2030-01-01,fixed,13
3651,2025-03-29,2030-01-01,fixed,13
3652,2025-03-29,2030-01-01,fixed,13
3653,2025-03-29,2030-01-01,fixed,13
3657,2025-03-29,2030-01-01,fixed,13
3658,2025-03-29,2030-01-01,fixed,13
3659,2025-03-29,2030-01-01,fixed,13
3660,2025-03-29,2030-01-01,fixed,13
3662,2025-03-29,2030-01-01,fixed,13
3663,2025-03-29,2030-01-01,fixed,13
3664,2025-03-29,2030-01-01,fixed,13
3665,2025-03-29,2030-01-01,fixed,13
3666,2025-03-29,2030-01-01,fixed,13
3667,2025-03-29,2030-01-01,fixed,13
3668,2025-03-29,2030-01-01,fixed,13
3669,2025-03-29,2030-01-01,fixed,13
3670,2025-03-29,2030-01-01,fixed,13
3671,2025-03-29,2030-01-01,fixed,13
3672,2025-03-29,2030-01-01,fixed,13
3673,2025-03-29,2030-01-01,fixed,13
3674,2025-03-29,2030-01-01,fixed,13
3675,2025-03-29,2030-01-01,fixed,13
3676,2025-03-29,2030-01-01,fixed,13
3679,2025-03-29,2030-01-01,fixed,13
3680,2025-03-29,2030-01-01,fixed,13
3681,2025-03-29,2030-01-01,fixed,13
3682,2025-03-29,2030-01-01,fixed,13
3683,2025-03-29,2030-01-01,fixed,13
3684,2025-03-29,2030-01-01,fixed,13
3685,2025-03-29,2030-01-01,fixed,13
3686,2025-03-29,2030-01-01,fixed,13
3687,2025-03-29,2030-01-01,fixed,13
3688,2025-03-29,2030-01-01,fixed,13
3689,2025-03-29,2030-01-01,fixed,13
3690,2025-03-29,2030-01-01,fixed,13
3691,2025-03-29,2030-01-01,fixed,13
3694,2025-03-29,2030-01-01,fixed,13
3696,2025-03-29,2030-01-01,fixed,13
3697,2025-03-29,2030-01-01,fixed,13
3698,2025-03-29,2030-01-01,fixed,13
3699,2025-03-29,2030-01-01,fixed,13
3700,2025-03-29,2030-01-01,fixed,13
3701,2025-03-29,2030-01-01,fixed,13
3702,2025-03-29,2030-01-01,fixed,13
3703,2025-03-29,2030-01-01,fixed,13
3704,2025-03-29,2030-01-01,fixed,13
3705,2025-03-29,2030-01-01,fixed,13
3706,2025-03-29,2030-01-01,fixed,13
3707,2025-03-29,2030-01-01,fixed,13
3708,2025-03-29,2030-01-01,fixed,13
3709,2025-03-29,2030-01-01,fixed,13
3710,2025-03-29,2030-01-01,fixed,13
1147,2025-03-29,2030-01-01,fixed,13
3174,2025-03-29,2030-01-01,fixed,13
3170,2025-03-29,2030-01-01,fixed,13
3677,2025-03-29,2030-01-01,fixed,13
3655,2025-03-29,2030-01-01,fixed,13
3638,2025-03-29,2030-01-01,fixed,13
3537,2025-03-29,2030-01-01,fixed,13
3661,2025-03-29,2030-01-01,fixed,13
3678,2025-03-29,2030-01-01,fixed,13
3656,2025-03-29,2030-01-01,fixed,13
7652,2025-10-18,2026-10-18,percentage,100
5252,2025-04-17,2030-01-01,fixed,13
1161,2025-03-08,2030-01-01,fixed,13
846,2025-03-08,2030-01-01,fixed,13
810,2025-03-08,2030-01-01,fixed,13
868,2025-03-08,2030-01-01,fixed,13
823,2025-03-08,2030-01-01,fixed,13
1716,2025-03-08,2030-01-01,fixed,13
824,2025-03-08,2030-01-01,fixed,13
974,2025-03-08,2030-01-01,fixed,13
890,2025-03-08,2030-01-01,fixed,13
1088,2025-03-08,2030-01-01,fixed,13
996,2025-03-08,2030-01-01,fixed,13
826,2025-03-08,2030-01-01,fixed,13
871,2025-03-08,2030-01-01,fixed,13
970,2025-03-08,2030-01-01,fixed,13
937,2025-03-08,2030-01-01,fixed,13
873,2025-03-08,2030-01-01,fixed,13
1091,2025-03-08,2030-01-01,fixed,13
816,2025-03-08,2030-01-01,fixed,13
864,2025-03-08,2030-01-01,fixed,13
875,2025-03-08,2030-01-01,fixed,13
1094,2025-03-08,2030-01-01,fixed,13
817,2025-03-08,2030-01-01,fixed,13
831,2025-03-08,2030-01-01,fixed,13
865,2025-03-08,2030-01-01,fixed,13
821,2025-03-08,2030-01-01,fixed,13
1060,2025-03-08,2030-01-01,fixed,13
818,2025-03-08,2030-01-01,fixed,13
828,2025-03-08,2030-01-01,fixed,13
976,2025-03-08,2030-01-01,fixed,13
1475,2025-03-08,2030-01-01,fixed,13
1314,2025-03-08,2030-01-01,fixed,13
1476,2025-03-08,2030-01-01,fixed,13
1092,2025-03-08,2030-01-01,fixed,13
1854,2025-03-08,2030-01-01,fixed,13
1291,2025-03-08,2030-01-01,fixed,13
1911,2025-03-08,2030-01-01,fixed,13
1953,2025-03-08,2030-01-01,fixed,13
2341,2025-03-08,2030-01-01,fixed,13
2288,2025-03-08,2030-01-01,fixed,13
2431,2025-03-08,2030-01-01,fixed,13
2511,2025-03-08,2030-01-01,fixed,13
2708,2025-03-08,2030-01-01,fixed,13
2712,2025-03-08,2030-01-01,fixed,13
2906,2025-03-08,2030-01-01,fixed,13
2875,2025-03-08,2030-01-01,fixed,13
2904,2025-03-08,2030-01-01,fixed,13
2917,2025-03-08,2030-01-01,fixed,13
3264,2025-03-08,2030-01-01,fixed,13
3245,2025-03-08,2030-01-01,fixed,13
2983,2025-03-08,2030-01-01,fixed,13
2982,2025-03-08,2030-01-01,fixed,13
3117,2025-03-08,2030-01-01,fixed,13
3112,2025-03-08,2030-01-01,fixed,13
3210,2025-03-08,2030-01-01,fixed,13
3211,2025-03-08,2030-01-01,fixed,13
3198,2025-03-08,2030-01-01,fixed,13
3268,2025-03-08,2030-01-01,fixed,13
3299,2025-03-08,2030-01-01,fixed,13
3345,2025-03-08,2030-01-01,fixed,13
3347,2025-03-08,2030-01-01,fixed,13
3422,2025-03-08,2030-01-01,fixed,13
3499,2025-03-08,2030-01-01,fixed,13
3500,2025-03-08,2030-01-01,fixed,13
3466,2025-03-08,2030-01-01,fixed,13
3480,2025-03-08,2030-01-01,fixed,13
3487,2025-03-08,2030-01-01,fixed,13
3494,2025-03-08,2030-01-01,fixed,13
3503,2025-03-08,2030-01-01,fixed,13
3510,2025-03-08,2030-01-01,fixed,13
3517,2025-03-08,2030-01-01,fixed,13
3473,2025-03-08,2030-01-01,fixed,13
3505,2025-03-08,2030-01-01,fixed,13
3410,2025-03-08,2030-01-01,fixed,13
835,2025-03-08,2030-01-01,fixed,13
870,2025-03-08,2030-01-01,fixed,13
975,2025-03-08,2030-01-01,fixed,13
911,2025-03-08,2030-01-01,fixed,13
861,2025-03-08,2030-01-01,fixed,13
872,2025-03-08,2030-01-01,fixed,13
971,2025-03-08,2030-01-01,fixed,13
962,2025-03-08,2030-01-01,fixed,13
829,2025-03-08,2030-01-01,fixed,13
884,2025-03-08,2030-01-01,fixed,13
863,2025-03-08,2030-01-01,fixed,13
2606,2025-03-08,2030-01-01,fixed,13
866,2025-03-08,2030-01-01,fixed,13
1097,2025-03-08,2030-01-01,fixed,13
833,2025-03-08,2030-01-01,fixed,13
845,2025-03-08,2030-01-01,fixed,13
867,2025-03-08,2030-01-01,fixed,13
973,2025-03-08,2030-01-01,fixed,13
2905,2025-03-08,2030-01-01,fixed,13
3248,2025-03-08,2030-01-01,fixed,13
3243,2025-03-08,2030-01-01,fixed,13
3249,2025-03-08,2030-01-01,fixed,13
3244,2025-03-08,2030-01-01,fixed,13
3246,2025-03-08,2030-01-01,fixed,13
3247,2025-03-08,2030-01-01,fixed,13
3251,2025-03-08,2030-01-01,fixed,13
3252,2025-03-08,2030-01-01,fixed,13
3253,2025-03-08,2030-01-01,fixed,13
3254,2025-03-08,2030-01-01,fixed,13
3255,2025-03-08,2030-01-01,fixed,13
3256,2025-03-08,2030-01-01,fixed,13
3258,2025-03-08,2030-01-01,fixed,13
3259,2025-03-08,2030-01-01,fixed,13
3260,2025-03-08,2030-01-01,fixed,13
3261,2025-03-08,2030-01-01,fixed,13
3263,2025-03-08,2030-01-01,fixed,13
3262,2025-03-08,2030-01-01,fixed,13
3266,2025-03-08,2030-01-01,fixed,13
2979,2025-03-08,2030-01-01,fixed,13
855,2025-03-08,2030-01-01,fixed,13
3129,2025-03-08,2030-01-01,fixed,13
869,2025-03-08,2030-01-01,fixed,13
3199,2025-03-08,2030-01-01,fixed,13
3200,2025-03-08,2030-01-01,fixed,13
3201,2025-03-08,2030-01-01,fixed,13
3202,2025-03-08,2030-01-01,fixed,13
3203,2025-03-08,2030-01-01,fixed,13
3204,2025-03-08,2030-01-01,fixed,13
3205,2025-03-08,2030-01-01,fixed,13
3206,2025-03-08,2030-01-01,fixed,13
3213,2025-03-08,2030-01-01,fixed,13
3214,2025-03-08,2030-01-01,fixed,13
3215,2025-03-08,2030-01-01,fixed,13
3216,2025-03-08,2030-01-01,fixed,13
3217,2025-03-08,2030-01-01,fixed,13
3218,2025-03-08,2030-01-01,fixed,13
3220,2025-03-08,2030-01-01,fixed,13
3221,2025-03-08,2030-01-01,fixed,13
3222,2025-03-08,2030-01-01,fixed,13
3223,2025-03-08,2030-01-01,fixed,13
3224,2025-03-08,2030-01-01,fixed,13
3225,2025-03-08,2030-01-01,fixed,13
3227,2025-03-08,2030-01-01,fixed,13
3228,2025-03-08,2030-01-01,fixed,13
3229,2025-03-08,2030-01-01,fixed,13
3230,2025-03-08,2030-01-01,fixed,13
3231,2025-03-08,2030-01-01,fixed,13
3232,2025-03-08,2030-01-01,fixed,13
3234,2025-03-08,2030-01-01,fixed,13
